ONSConstID,ConstituencyName,RegionID,RegionName,CON# All categories ,CON# Not in employment,CON# In Employement ,CON# Work mainly at or from home,"CON%
Work mainly at or from home","REG% 
Work mainly at or from home","E&W% 
Work mainly at or from home","CON# Underground, metro, light rail, tram","CON% Underground, metro, light rail, tram","REG% Underground, metro, light rail, tram","E&W% Underground, metro, light rail, tram",CON# Train,CON% Train,REG% Train,E&W% Train,"CON# Bus, minibus or coach","CON% Bus, minibus or coach","REG% Bus, minibus or coach","E&W% Bus, minibus or coach",CON# Taxi,CON% Taxi,REG% Taxi,E&W% Taxi,"CON# Motorcycle, scooter or moped","CON% Motorcycle, scooter or moped","REG% Motorcycle, scooter or moped","E&W% Motorcycle, scooter or moped",CON# Driving a car or van,CON% Driving a car or van,REG% Driving a car or van,E&W% Driving a car or van,CON# Passenger in a car or van,CON% Passenger in a car or van,REG% Passenger in a car or van,E&W% Passenger in a car or van,CON# Bicycle,CON% Bicycle,REG% Bicycle,E&W% Bicycle,CON# On foot,CON% On foot,REG% On foot,E&W% On foot,CON# Other method of travel to work,CON% Other method of travel to work,REG% Other method of travel to work,E&W% Other method of travel to work
E14000923,"Sheffield, Heeley",E12000003,Yorkshire and The Humber,"67,807","25,282","42,525","1,295",3%,5%,5%,"1,284",3%,0%,4%,501,1%,2%,5%,"7,304",17%,9%,7%,160,0%,1%,1%,253,1%,1%,1%,"24,193",57%,61%,58%,"2,676",6%,6%,5%,797,2%,3%,3%,"3,850",9%,12%,11%,212,0%,1%,1%
E14000925,Shipley,E12000003,Yorkshire and The Humber,"69,505","21,679","47,826","2,570",5%,5%,5%,93,0%,0%,4%,"4,915",10%,2%,5%,"2,525",5%,9%,7%,237,0%,1%,1%,226,0%,1%,1%,"30,161",63%,61%,58%,"2,450",5%,6%,5%,513,1%,3%,3%,"3,913",8%,12%,11%,223,0%,1%,1%
E14000928,Skipton and Ripon,E12000003,Yorkshire and The Humber,"71,851","21,549","50,302","4,984",10%,5%,5%,52,0%,0%,4%,"1,211",2%,2%,5%,"1,086",2%,9%,7%,105,0%,1%,1%,224,0%,1%,1%,"31,236",62%,61%,58%,"2,479",5%,6%,5%,831,2%,3%,3%,"7,684",15%,12%,11%,410,1%,1%,1%
E14000993,Thirsk and Malton,E12000003,Yorkshire and The Humber,"70,466","23,007","47,459","5,049",11%,5%,5%,42,0%,0%,4%,578,1%,2%,5%,859,2%,9%,7%,93,0%,1%,1%,313,1%,1%,1%,"29,874",63%,61%,58%,"2,451",5%,6%,5%,"1,333",3%,3%,3%,"6,480",14%,12%,11%,387,1%,1%,1%
E14001009,Wakefield,E12000003,Yorkshire and The Humber,"70,507","25,531","44,976","1,635",4%,5%,5%,40,0%,0%,4%,"1,194",3%,2%,5%,"3,612",8%,9%,7%,499,1%,1%,1%,282,1%,1%,1%,"28,629",64%,61%,58%,"3,374",8%,6%,5%,565,1%,3%,3%,"4,943",11%,12%,11%,203,0%,1%,1%
E14001028,Wentworth and Dearne,E12000003,Yorkshire and The Humber,"69,670","27,446","42,224","1,160",3%,5%,5%,83,0%,0%,4%,750,2%,2%,5%,"3,273",8%,9%,7%,158,0%,1%,1%,272,1%,1%,1%,"29,141",69%,61%,58%,"3,224",8%,6%,5%,378,1%,3%,3%,"3,593",9%,12%,11%,192,0%,1%,1%
E14001061,York Central,E12000003,Yorkshire and The Humber,"81,183","27,566","53,617","2,430",5%,5%,5%,60,0%,0%,4%,"1,756",3%,2%,5%,"3,721",7%,9%,7%,271,1%,1%,1%,470,1%,1%,1%,"21,003",39%,61%,58%,"2,347",4%,6%,5%,"6,915",13%,3%,3%,"14,330",27%,12%,11%,314,1%,1%,1%
E14001062,York Outer,E12000003,Yorkshire and The Humber,"68,606","23,502","45,104","2,595",6%,5%,5%,44,0%,0%,4%,789,2%,2%,5%,"3,420",8%,9%,7%,147,0%,1%,1%,498,1%,1%,1%,"26,882",60%,61%,58%,"2,218",5%,6%,5%,"4,382",10%,3%,3%,"3,916",9%,12%,11%,213,0%,1%,1%
E14000533,Amber Valley,E12000004,East Midlands,"65,428","23,078","42,350","1,831",4%,5%,5%,53,0%,0%,4%,307,1%,1%,5%,"1,883",4%,6%,7%,152,0%,0%,1%,431,1%,1%,1%,"30,042",71%,66%,58%,"2,564",6%,6%,5%,609,1%,3%,3%,"4,299",10%,11%,11%,179,0%,1%,1%
E14000535,Ashfield,E12000004,East Midlands,"75,252","28,800","46,452","1,663",4%,5%,5%,193,0%,0%,4%,362,1%,1%,5%,"2,493",5%,6%,7%,158,0%,0%,1%,409,1%,1%,1%,"32,251",69%,66%,58%,"3,118",7%,6%,5%,908,2%,3%,3%,"4,658",10%,11%,11%,239,1%,1%,1%
E14000546,Bassetlaw,E12000004,East Midlands,"76,467","27,973","48,494","2,246",5%,5%,5%,36,0%,0%,4%,579,1%,1%,5%,"1,196",2%,6%,7%,145,0%,0%,1%,361,1%,1%,1%,"33,750",70%,66%,58%,"3,426",7%,6%,5%,"1,289",3%,3%,3%,"5,220",11%,11%,11%,246,1%,1%,1%
E14000577,Bolsover,E12000004,East Midlands,"69,760","26,722","43,038","1,739",4%,5%,5%,70,0%,0%,4%,326,1%,1%,5%,"2,087",5%,6%,7%,145,0%,0%,1%,381,1%,1%,1%,"31,189",72%,66%,58%,"2,985",7%,6%,5%,348,1%,3%,3%,"3,550",8%,11%,11%,218,1%,1%,1%
E14000582,Boston and Skegness,E12000004,East Midlands,"74,484","28,778","45,706","2,313",5%,5%,5%,31,0%,0%,4%,138,0%,1%,5%,"1,092",2%,6%,7%,191,0%,0%,1%,323,1%,1%,1%,"28,497",62%,66%,58%,"4,451",10%,6%,5%,"2,588",6%,3%,3%,"5,757",13%,11%,11%,325,1%,1%,1%
E14000583,Bosworth,E12000004,East Midlands,"72,629","22,451","50,178","2,756",5%,5%,5%,35,0%,0%,4%,414,1%,1%,5%,"1,395",3%,6%,7%,113,0%,0%,1%,407,1%,1%,1%,"36,759",73%,66%,58%,"2,663",5%,6%,5%,"1,158",2%,3%,3%,"4,256",8%,11%,11%,222,0%,1%,1%
E14000607,Broxtowe,E12000004,East Midlands,"70,672","24,112","46,560","2,113",5%,5%,5%,321,1%,0%,4%,759,2%,1%,5%,"4,580",10%,6%,7%,108,0%,0%,1%,389,1%,1%,1%,"29,579",64%,66%,58%,"2,122",5%,6%,5%,"2,150",5%,3%,3%,"4,237",9%,11%,11%,202,0%,1%,1%
E14000625,Charnwood,E12000004,East Midlands,"69,064","21,177","47,887","2,538",5%,5%,5%,47,0%,0%,4%,433,1%,1%,5%,"2,858",6%,6%,7%,80,0%,0%,1%,316,1%,1%,1%,"34,687",72%,66%,58%,"2,417",5%,6%,5%,"1,221",3%,3%,3%,"3,116",7%,11%,11%,174,0%,1%,1%
E14000632,Chesterfield,E12000004,East Midlands,"68,741","25,574","43,167","1,556",4%,5%,5%,34,0%,0%,4%,681,2%,1%,5%,"3,389",8%,6%,7%,356,1%,0%,1%,321,1%,1%,1%,"28,273",65%,66%,58%,"2,906",7%,6%,5%,480,1%,3%,3%,"4,972",12%,11%,11%,199,0%,1%,1%
E14000648,Corby,E12000004,East Midlands,"80,643","25,512","55,131","2,762",5%,5%,5%,50,0%,0%,4%,763,1%,1%,5%,"2,194",4%,6%,7%,455,1%,0%,1%,345,1%,1%,1%,"37,470",68%,66%,58%,"4,618",8%,6%,5%,"1,198",2%,3%,3%,"4,995",9%,11%,11%,281,1%,1%,1%
E14000660,Daventry,E12000004,East Midlands,"69,035","21,300","47,735","3,867",8%,5%,5%,54,0%,0%,4%,885,2%,1%,5%,708,1%,6%,7%,89,0%,0%,1%,256,1%,1%,1%,"34,555",72%,66%,58%,"2,376",5%,6%,5%,623,1%,3%,3%,"4,091",9%,11%,11%,231,0%,1%,1%
E14000662,Derby North,E12000004,East Midlands,"74,094","26,962","47,132","1,654",4%,5%,5%,50,0%,0%,4%,557,1%,1%,5%,"4,096",9%,6%,7%,327,1%,0%,1%,389,1%,1%,1%,"28,075",60%,66%,58%,"2,858",6%,6%,5%,"1,756",4%,3%,3%,"7,155",15%,11%,11%,215,0%,1%,1%
E14000663,Derby South,E12000004,East Midlands,"76,888","31,039","45,849","1,287",3%,5%,5%,22,0%,0%,4%,520,1%,1%,5%,"4,630",10%,6%,7%,547,1%,0%,1%,418,1%,1%,1%,"26,766",58%,66%,58%,"3,405",7%,6%,5%,"1,935",4%,3%,3%,"6,024",13%,11%,11%,295,1%,1%,1%
E14000664,Derbyshire Dales,E12000004,East Midlands,"57,633","18,982","38,651","4,169",11%,5%,5%,53,0%,0%,4%,515,1%,1%,5%,847,2%,6%,7%,70,0%,0%,1%,241,1%,1%,1%,"25,684",66%,66%,58%,"1,845",5%,6%,5%,409,1%,3%,3%,"4,530",12%,11%,11%,288,1%,1%,1%
E14000695,Erewash,E12000004,East Midlands,"69,386","23,460","45,926","1,645",4%,5%,5%,50,0%,0%,4%,723,2%,1%,5%,"3,369",7%,6%,7%,143,0%,0%,1%,547,1%,1%,1%,"30,253",66%,66%,58%,"2,514",5%,6%,5%,"1,724",4%,3%,3%,"4,770",10%,11%,11%,188,0%,1%,1%
E14000707,Gainsborough,E12000004,East Midlands,"67,333","24,303","43,030","3,159",7%,5%,5%,38,0%,0%,4%,312,1%,1%,5%,728,2%,6%,7%,85,0%,0%,1%,322,1%,1%,1%,"30,580",71%,66%,58%,"2,277",5%,6%,5%,906,2%,3%,3%,"4,313",10%,11%,11%,310,1%,1%,1%
E14000710,Gedling,E12000004,East Midlands,"67,783","22,277","45,506","1,881",4%,5%,5%,120,0%,0%,4%,291,1%,1%,5%,"6,946",15%,6%,7%,167,0%,0%,1%,357,1%,1%,1%,"28,519",63%,66%,58%,"2,358",5%,6%,5%,947,2%,3%,3%,"3,711",8%,11%,11%,209,0%,1%,1%
E14000714,Grantham and Stamford,E12000004,East Midlands,"75,754","23,778","51,976","3,174",6%,5%,5%,58,0%,0%,4%,976,2%,1%,5%,"1,075",2%,6%,7%,250,0%,0%,1%,340,1%,1%,1%,"34,134",66%,66%,58%,"2,966",6%,6%,5%,"1,617",3%,3%,3%,"7,102",14%,11%,11%,284,1%,1%,1%
E14000728,Harborough,E12000004,East Midlands,"73,057","23,930","49,127","2,669",5%,5%,5%,73,0%,0%,4%,894,2%,1%,5%,"2,628",5%,6%,7%,127,0%,0%,1%,289,1%,1%,1%,"33,090",67%,66%,58%,"2,510",5%,6%,5%,"1,370",3%,3%,3%,"5,208",11%,11%,11%,269,1%,1%,1%
E14000748,High Peak,E12000004,East Midlands,"67,389","21,771","45,618","2,991",7%,5%,5%,60,0%,0%,4%,"2,668",6%,1%,5%,"1,224",3%,6%,7%,163,0%,0%,1%,286,1%,1%,1%,"28,885",63%,66%,58%,"2,181",5%,6%,5%,628,1%,3%,3%,"6,256",14%,11%,11%,276,1%,1%,1%
E14000769,Kettering,E12000004,East Midlands,"67,920","21,002","46,918","2,281",5%,5%,5%,35,0%,0%,4%,845,2%,1%,5%,"1,297",3%,6%,7%,105,0%,0%,1%,286,1%,1%,1%,"32,797",70%,66%,58%,"2,977",6%,6%,5%,850,2%,3%,3%,"5,236",11%,11%,11%,209,0%,1%,1%
E14000782,Leicester East,E12000004,East Midlands,"77,734","32,530","45,204","1,257",3%,5%,5%,103,0%,0%,4%,408,1%,1%,5%,"6,444",14%,6%,7%,217,0%,0%,1%,162,0%,1%,1%,"25,295",56%,66%,58%,"4,045",9%,6%,5%,"1,006",2%,3%,3%,"5,920",13%,11%,11%,347,1%,1%,1%
E14000783,Leicester South,E12000004,East Midlands,"89,754","42,861","46,893","1,592",3%,5%,5%,91,0%,0%,4%,826,2%,1%,5%,"6,030",13%,6%,7%,297,1%,0%,1%,196,0%,1%,1%,"22,179",47%,66%,58%,"3,294",7%,6%,5%,"1,863",4%,3%,3%,"10,260",22%,11%,11%,265,1%,1%,1%
E14000784,Leicester West,E12000004,East Midlands,"74,744","29,347","45,397","1,147",3%,5%,5%,41,0%,0%,4%,387,1%,1%,5%,"6,186",14%,6%,7%,252,1%,0%,1%,331,1%,1%,1%,"23,689",52%,66%,58%,"3,745",8%,6%,5%,"2,230",5%,3%,3%,"7,143",16%,11%,11%,246,1%,1%,1%
E14000792,Lincoln,E12000004,East Midlands,"80,827","29,558","51,269","1,814",4%,5%,5%,43,0%,0%,4%,403,1%,1%,5%,"2,735",5%,6%,7%,305,1%,0%,1%,553,1%,1%,1%,"28,839",56%,66%,58%,"3,692",7%,6%,5%,"3,139",6%,3%,3%,"9,476",18%,11%,11%,270,1%,1%,1%
E14000797,Loughborough,E12000004,East Midlands,"76,022","30,352","45,670","2,225",5%,5%,5%,55,0%,0%,4%,868,2%,1%,5%,"1,909",4%,6%,7%,96,0%,0%,1%,364,1%,1%,1%,"29,204",64%,66%,58%,"2,317",5%,6%,5%,"2,116",5%,3%,3%,"6,297",14%,11%,11%,219,0%,1%,1%
E14000798,Louth and Horncastle,E12000004,East Midlands,"70,948","30,598","40,350","3,178",8%,5%,5%,46,0%,0%,4%,106,0%,1%,5%,606,2%,6%,7%,162,0%,0%,1%,307,1%,1%,1%,"26,516",66%,66%,58%,"1,780",4%,6%,5%,"1,512",4%,3%,3%,"5,777",14%,11%,11%,360,1%,1%,1%
E14000810,Mansfield,E12000004,East Midlands,"77,155","28,794","48,361","1,588",3%,5%,5%,59,0%,0%,4%,408,1%,1%,5%,"2,869",6%,6%,7%,293,1%,0%,1%,359,1%,1%,1%,"33,543",69%,66%,58%,"3,811",8%,6%,5%,682,1%,3%,3%,"4,525",9%,11%,11%,224,0%,1%,1%
E14000814,Mid Derbyshire,E12000004,East Midlands,"61,007","19,256","41,751","2,024",5%,5%,5%,35,0%,0%,4%,598,1%,1%,5%,"2,348",6%,6%,7%,112,0%,0%,1%,390,1%,1%,1%,"30,257",72%,66%,58%,"2,099",5%,6%,5%,858,2%,3%,3%,"2,877",7%,11%,11%,153,0%,1%,1%
E14000829,Newark,E12000004,East Midlands,"72,872","24,886","47,986","3,638",8%,5%,5%,57,0%,0%,4%,919,2%,1%,5%,"1,280",3%,6%,7%,65,0%,0%,1%,305,1%,1%,1%,"31,448",66%,66%,58%,"2,209",5%,6%,5%,"2,104",4%,3%,3%,"5,656",12%,11%,11%,305,1%,1%,1%
E14000843,North East Derbyshire,E12000004,East Midlands,"67,313","24,248","43,065","2,175",5%,5%,5%,310,1%,0%,4%,455,1%,1%,5%,"2,710",6%,6%,7%,124,0%,0%,1%,308,1%,1%,1%,"31,045",72%,66%,58%,"2,621",6%,6%,5%,311,1%,3%,3%,"2,817",7%,11%,11%,189,0%,1%,1%
E14000858,North West Leicestershire,E12000004,East Midlands,"68,556","22,265","46,291","2,502",5%,5%,5%,20,0%,0%,4%,222,0%,1%,5%,"1,070",2%,6%,7%,111,0%,0%,1%,431,1%,1%,1%,"34,505",75%,66%,58%,"2,476",5%,6%,5%,772,2%,3%,3%,"3,928",8%,11%,11%,254,1%,1%,1%
E14000861,Northampton North,E12000004,East Midlands,"63,012","21,469","41,543","1,338",3%,5%,5%,47,0%,0%,4%,566,1%,1%,5%,"3,203",8%,6%,7%,279,1%,0%,1%,217,1%,1%,1%,"26,609",64%,66%,58%,"3,076",7%,6%,5%,"1,221",3%,3%,3%,"4,799",12%,11%,11%,188,0%,1%,1%
E14000862,Northampton South,E12000004,East Midlands,"69,607","22,207","47,400","1,617",3%,5%,5%,44,0%,0%,4%,866,2%,1%,5%,"3,728",8%,6%,7%,242,1%,0%,1%,233,0%,1%,1%,"29,265",62%,66%,58%,"3,830",8%,6%,5%,"1,289",3%,3%,3%,"6,044",13%,11%,11%,242,1%,1%,1%
E14000865,Nottingham East,E12000004,East Midlands,"77,165","34,715","42,450","1,596",4%,5%,5%,835,2%,0%,4%,539,1%,1%,5%,"9,430",22%,6%,7%,357,1%,0%,1%,210,0%,1%,1%,"17,485",41%,66%,58%,"2,252",5%,6%,5%,"1,426",3%,3%,3%,"8,004",19%,11%,11%,316,1%,1%,1%
E14000866,Nottingham North,E12000004,East Midlands,"68,369","29,878","38,491",863,2%,5%,5%,"1,353",4%,0%,4%,232,1%,1%,5%,"8,142",21%,6%,7%,262,1%,0%,1%,333,1%,1%,1%,"19,780",51%,66%,58%,"2,366",6%,6%,5%,976,3%,3%,3%,"3,951",10%,11%,11%,233,1%,1%,1%
E14000867,Nottingham South,E12000004,East Midlands,"86,538","44,261","42,277","1,593",4%,5%,5%,352,1%,0%,4%,611,1%,1%,5%,"7,205",17%,6%,7%,388,1%,0%,1%,239,1%,1%,1%,"19,549",46%,66%,58%,"2,077",5%,6%,5%,"1,956",5%,3%,3%,"7,988",19%,11%,11%,319,1%,1%,1%
E14000908,Rushcliffe,E12000004,East Midlands,"68,850","21,490","47,360","3,456",7%,5%,5%,86,0%,0%,4%,569,1%,1%,5%,"4,246",9%,6%,7%,87,0%,0%,1%,228,0%,1%,1%,"31,461",66%,66%,58%,"2,011",4%,6%,5%,"1,549",3%,3%,3%,"3,453",7%,11%,11%,214,0%,1%,1%
E14000909,Rutland and Melton,E12000004,East Midlands,"73,435","22,701","50,734","4,321",9%,5%,5%,68,0%,0%,4%,847,2%,1%,5%,"1,051",2%,6%,7%,78,0%,0%,1%,328,1%,1%,1%,"33,630",66%,66%,58%,"2,350",5%,6%,5%,"1,293",3%,3%,3%,"6,490",13%,11%,11%,278,1%,1%,1%
E14000924,Sherwood,E12000004,East Midlands,"69,203","24,727","44,476","2,036",5%,5%,5%,"1,121",3%,0%,4%,443,1%,1%,5%,"2,299",5%,6%,7%,149,0%,0%,1%,370,1%,1%,1%,"30,777",69%,66%,58%,"2,588",6%,6%,5%,690,2%,3%,3%,"3,738",8%,11%,11%,265,1%,1%,1%
E14000929,Sleaford and North Hykeham,E12000004,East Midlands,"80,931","27,590","53,341","3,538",7%,5%,5%,61,0%,0%,4%,847,2%,1%,5%,"1,250",2%,6%,7%,128,0%,0%,1%,449,1%,1%,1%,"37,882",71%,66%,58%,"2,619",5%,6%,5%,"1,736",3%,3%,3%,"4,481",8%,11%,11%,350,1%,1%,1%
E14000935,South Derbyshire,E12000004,East Midlands,"69,450","21,564","47,886","2,605",5%,5%,5%,38,0%,0%,4%,392,1%,1%,5%,"1,333",3%,6%,7%,172,0%,0%,1%,486,1%,1%,1%,"36,104",75%,66%,58%,"2,499",5%,6%,5%,769,2%,3%,3%,"3,252",7%,11%,11%,236,0%,1%,1%
E14000939,South Holland and The Deepings,E12000004,East Midlands,"73,920","25,457","48,463","2,893",6%,5%,5%,40,0%,0%,4%,502,1%,1%,5%,878,2%,6%,7%,91,0%,0%,1%,299,1%,1%,1%,"34,428",71%,66%,58%,"3,139",6%,6%,5%,"1,956",4%,3%,3%,"3,993",8%,11%,11%,244,1%,1%,1%
E14000940,South Leicestershire,E12000004,East Midlands,"73,751","21,026","52,725","2,904",6%,5%,5%,36,0%,0%,4%,477,1%,1%,5%,"2,141",4%,6%,7%,104,0%,0%,1%,393,1%,1%,1%,"38,840",74%,66%,58%,"2,624",5%,6%,5%,"1,373",3%,3%,3%,"3,604",7%,11%,11%,229,0%,1%,1%
E14000942,South Northamptonshire,E12000004,East Midlands,"78,931","19,871","59,060","4,571",8%,5%,5%,66,0%,0%,4%,"1,384",2%,1%,5%,"1,187",2%,6%,7%,95,0%,0%,1%,330,1%,1%,1%,"43,938",74%,66%,58%,"2,766",5%,6%,5%,710,1%,3%,3%,"3,730",6%,11%,11%,283,0%,1%,1%
E14001025,Wellingborough,E12000004,East Midlands,"77,026","25,359","51,667","2,212",4%,5%,5%,47,0%,0%,4%,954,2%,1%,5%,"1,078",2%,6%,7%,381,1%,0%,1%,322,1%,1%,1%,"36,927",71%,66%,58%,"3,648",7%,6%,5%,744,1%,3%,3%,"5,060",10%,11%,11%,294,1%,1%,1%
E14000531,Aldridge-Brownhills,E12000005,West Midlands,"55,758","20,371","35,387","1,353",4%,5%,5%,27,0%,0%,4%,384,1%,3%,5%,"2,649",7%,8%,7%,67,0%,1%,1%,223,1%,1%,1%,"26,265",74%,65%,58%,"2,000",6%,6%,5%,401,1%,2%,3%,"1,898",5%,10%,11%,120,0%,1%,1%
E14000560,"Birmingham, Edgbaston",E12000005,West Midlands,"72,392","30,503","41,889","1,651",4%,5%,5%,115,0%,0%,4%,"1,367",3%,3%,5%,"8,029",19%,8%,7%,223,1%,1%,1%,178,0%,1%,1%,"23,147",55%,65%,58%,"1,856",4%,6%,5%,854,2%,2%,3%,"4,289",10%,10%,11%,180,0%,1%,1%
E14000561,"Birmingham, Erdington",E12000005,West Midlands,"69,179","29,257","39,922",978,2%,5%,5%,75,0%,0%,4%,"1,791",4%,3%,5%,"7,656",19%,8%,7%,249,1%,1%,1%,255,1%,1%,1%,"22,020",55%,65%,58%,"2,406",6%,6%,5%,623,2%,2%,3%,"3,647",9%,10%,11%,222,1%,1%,1%
E14000562,"Birmingham, Hall Green",E12000005,West Midlands,"80,135","37,861","42,274","1,715",4%,5%,5%,136,0%,0%,4%,"1,524",4%,3%,5%,"7,850",19%,8%,7%,374,1%,1%,1%,161,0%,1%,1%,"23,216",55%,65%,58%,"2,213",5%,6%,5%,"1,030",2%,2%,3%,"3,747",9%,10%,11%,308,1%,1%,1%
E14000563,"Birmingham, Hodge Hill",E12000005,West Midlands,"78,086","42,091","35,995",864,2%,5%,5%,59,0%,0%,4%,654,2%,3%,5%,"7,339",20%,8%,7%,467,1%,1%,1%,145,0%,1%,1%,"19,912",55%,65%,58%,"2,420",7%,6%,5%,398,1%,2%,3%,"3,412",9%,10%,11%,325,1%,1%,1%
E14000564,"Birmingham, Ladywood",E12000005,West Midlands,"92,865","48,127","44,738","1,343",3%,5%,5%,474,1%,0%,4%,"2,634",6%,3%,5%,"9,430",21%,8%,7%,462,1%,1%,1%,97,0%,1%,1%,"16,438",37%,65%,58%,"2,098",5%,6%,5%,635,1%,2%,3%,"10,718",24%,10%,11%,409,1%,1%,1%
E14000565,"Birmingham, Northfield",E12000005,West Midlands,"71,953","28,872","43,081","1,220",3%,5%,5%,81,0%,0%,4%,"2,901",7%,3%,5%,"6,382",15%,8%,7%,208,0%,1%,1%,309,1%,1%,1%,"25,588",59%,65%,58%,"2,386",6%,6%,5%,535,1%,2%,3%,"3,282",8%,10%,11%,189,0%,1%,1%
E14000566,"Birmingham, Perry Barr",E12000005,West Midlands,"75,624","33,126","42,498","1,127",3%,5%,5%,161,0%,0%,4%,821,2%,3%,5%,"9,117",21%,8%,7%,309,1%,1%,1%,140,0%,1%,1%,"24,202",57%,65%,58%,"2,790",7%,6%,5%,381,1%,2%,3%,"3,175",7%,10%,11%,275,1%,1%,1%
E14000567,"Birmingham, Selly Oak",E12000005,West Midlands,"78,098","34,287","43,811","1,519",3%,5%,5%,114,0%,0%,4%,"3,109",7%,3%,5%,"6,573",15%,8%,7%,229,1%,1%,1%,243,1%,1%,1%,"24,272",55%,65%,58%,"2,134",5%,6%,5%,"1,108",3%,2%,3%,"4,286",10%,10%,11%,224,1%,1%,1%
E14000568,"Birmingham, Yardley",E12000005,West Midlands,"73,783","30,993","42,790","1,099",3%,5%,5%,60,0%,0%,4%,"1,577",4%,3%,5%,"7,921",19%,8%,7%,346,1%,1%,1%,246,1%,1%,1%,"24,595",57%,65%,58%,"2,511",6%,6%,5%,623,1%,2%,3%,"3,593",8%,10%,11%,219,1%,1%,1%
E14000605,Bromsgrove,E12000005,West Midlands,"67,807","21,556","46,251","3,011",7%,5%,5%,40,0%,0%,4%,"1,924",4%,3%,5%,"1,089",2%,8%,7%,117,0%,1%,1%,241,1%,1%,1%,"33,851",73%,65%,58%,"2,072",4%,6%,5%,482,1%,2%,3%,"3,223",7%,10%,11%,201,0%,1%,1%
E14000610,Burton,E12000005,West Midlands,"75,167","25,551","49,616","2,195",4%,5%,5%,31,0%,0%,4%,533,1%,3%,5%,"1,572",3%,8%,7%,437,1%,1%,1%,390,1%,1%,1%,"32,636",66%,65%,58%,"3,506",7%,6%,5%,"1,689",3%,2%,3%,"6,391",13%,10%,11%,236,0%,1%,1%
E14000618,Cannock Chase,E12000005,West Midlands,"72,274","24,798","47,476","1,562",3%,5%,5%,21,0%,0%,4%,812,2%,3%,5%,"1,500",3%,8%,7%,185,0%,1%,1%,372,1%,1%,1%,"35,062",74%,65%,58%,"3,291",7%,6%,5%,645,1%,2%,3%,"3,851",8%,10%,11%,175,0%,1%,1%
E14000649,Coventry North East,E12000005,West Midlands,"78,373","31,323","47,050","1,204",3%,5%,5%,40,0%,0%,4%,669,1%,3%,5%,"6,123",13%,8%,7%,364,1%,1%,1%,298,1%,1%,1%,"27,034",57%,65%,58%,"4,465",9%,6%,5%,"1,132",2%,2%,3%,"5,343",11%,10%,11%,378,1%,1%,1%
E14000650,Coventry North West,E12000005,West Midlands,"73,706","26,782","46,924","1,520",3%,5%,5%,37,0%,0%,4%,917,2%,3%,5%,"4,662",10%,8%,7%,259,1%,1%,1%,329,1%,1%,1%,"29,480",63%,65%,58%,"3,455",7%,6%,5%,"1,236",3%,2%,3%,"4,788",10%,10%,11%,241,1%,1%,1%
E14000651,Coventry South,E12000005,West Midlands,"79,792","36,206","43,586","1,673",4%,5%,5%,60,0%,0%,4%,"1,371",3%,3%,5%,"4,430",10%,8%,7%,197,0%,1%,1%,233,1%,1%,1%,"25,228",58%,65%,58%,"3,063",7%,6%,5%,"1,290",3%,2%,3%,"5,799",13%,10%,11%,242,1%,1%,1%
E14000671,Dudley North,E12000005,West Midlands,"57,979","23,046","34,933",993,3%,5%,5%,85,0%,0%,4%,576,2%,3%,5%,"3,328",10%,8%,7%,125,0%,1%,1%,335,1%,1%,1%,"24,177",69%,65%,58%,"2,129",6%,6%,5%,385,1%,2%,3%,"2,643",8%,10%,11%,157,0%,1%,1%
E14000672,Dudley South,E12000005,West Midlands,"58,117","21,968","36,149","1,098",3%,5%,5%,24,0%,0%,4%,691,2%,3%,5%,"2,358",7%,8%,7%,102,0%,1%,1%,375,1%,1%,1%,"25,338",70%,65%,58%,"2,251",6%,6%,5%,525,1%,2%,3%,"3,256",9%,10%,11%,131,0%,1%,1%
E14000722,Halesowen and Rowley Regis,E12000005,West Midlands,"63,188","23,599","39,589","1,371",3%,5%,5%,44,0%,0%,4%,"1,463",4%,3%,5%,"3,523",9%,8%,7%,162,0%,1%,1%,325,1%,1%,1%,"26,966",68%,65%,58%,"2,259",6%,6%,5%,409,1%,2%,3%,"2,878",7%,10%,11%,189,0%,1%,1%
E14000743,Hereford and South Herefordshire,E12000005,West Midlands,"71,148","22,593","48,555","3,550",7%,5%,5%,43,0%,0%,4%,285,1%,3%,5%,"1,050",2%,8%,7%,241,0%,1%,1%,394,1%,1%,1%,"28,942",60%,65%,58%,"2,769",6%,6%,5%,"2,593",5%,2%,3%,"8,267",17%,10%,11%,421,1%,1%,1%
E14000767,Kenilworth and Southam,E12000005,West Midlands,"60,070","19,079","40,991","3,783",9%,5%,5%,46,0%,0%,4%,961,2%,3%,5%,794,2%,8%,7%,52,0%,1%,1%,261,1%,1%,1%,"29,179",71%,65%,58%,"1,825",4%,6%,5%,789,2%,2%,3%,"3,100",8%,10%,11%,201,0%,1%,1%
E14000791,Lichfield,E12000005,West Midlands,"68,829","23,291","45,538","3,079",7%,5%,5%,33,0%,0%,4%,"1,548",3%,3%,5%,947,2%,8%,7%,76,0%,1%,1%,231,1%,1%,1%,"32,839",72%,65%,58%,"2,313",5%,6%,5%,631,1%,2%,3%,"3,622",8%,10%,11%,219,0%,1%,1%
